,drug,MOAs
105,CC(C)(C)c1ccc(C=CC(=O)Nc2ccc3c(c2)OCCO3)cc1,TRPV antagonist
203,Nc1c2c(nc3ccccc13)CCCC2,acetylcholinesterase inhibitor
64,CN(C)CCC=C1c2ccccc2CCc2ccccc21,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotoninñnorepinephrine reuptake inhibitor (SNRI)
144,O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1,P glycoprotein inhibitor
156,O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1,p38 MAPK inhibitor
21,N=C(NCCc1ccc(I)cc1)SCCCc1c[nH]cn1,histamine receptor antagonist
163,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,calpain inhibitor
6,O=C(C=Cc1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,niacinamide phosphoribosyltransferase inhibitor
204,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1,leukotriene receptor antagonist|lipoxygenase inhibitor
92,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2C1=NO,glycogen synthase kinase inhibitor|lipoxygenase inhibitor
197,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
206,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN,cannabinoid receptor agonist
2,C[C@H]1CN([C@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@H]1CN(C)Cc1ccc2c(c1)OCO2,None
3,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,HIV protease inhibitor
62,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,mTOR inhibitor|PI3K inhibitor
191,CCC1C=CC=CC[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C=CC(=O)OC2[C@@H](C)C(CC1)OC1(CC[C@@H](C)C(C[C@H](C)O)O1)[C@@H]2C,ATP synthase inhibitor|ATPase inhibitor
11,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,BCL inhibitor
61,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,VEGFR inhibitor
47,CC(C)OC(=O)CCCC=CC[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,prostanoid receptor agonist
7,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,HDAC inhibitor
192,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,guanylate cyclase activator
70,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,CC chemokine receptor antagonist
122,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,nedd activating enzyme inhibitor
53,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,estrogen receptor antagonist
170,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,DNA methyltransferase inhibitor
151,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,apoptosis stimulant|NFkB pathway inhibitor
118,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,norepinephrine reputake inhibitor|tricyclic antidepressant
100,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,ATM kinase inhibitor
8,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,dopamine receptor antagonist
234,CC1=CC(=O)c2ccccc2C1=O,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor
40,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,angiotensin receptor antagonist
77,CC(C=CC=C(C)/C=C/C1=C(C)CCCC1(C)C)=CC(=O)Nc1ccc(O)cc1,apoptosis stimulant|retinoid receptor agonist
162,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
133,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,focal adhesion kinase inhibitor
131,Cc1ccccc1C(OCCN(C)C)c1ccccc1,acetylcholine receptor antagonist
200,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,FLT3 inhibitor|JAK inhibitor
196,CCCCCC(=O)O[C@]1(C(C)=O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C,progesterone receptor agonist
123,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,lanosterol demethylase inhibitor|sterol demethylase inhibitor
111,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,fungal squalene epoxidase inhibitor
167,Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1,ubiquitin specific protease inhibitor
73,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,PI3K inhibitor
222,Cc1cc(I)ccc1Nc1c(C(=O)NOCC2CC2)cc(F)c(F)c1F,MAP kinase inhibitor|MEK inhibitor
161,Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,purine antagonist
84,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,dopamine uptake inhibitor
226,C#C[C@]1(O)CCC2C3CCc4cc(O)ccc4C3CC[C@@]21C,estrogen receptor agonist|estrogenic hormone
104,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CC1,Aurora kinase inhibitor|JAK inhibitor
44,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,sodium channel blocker
218,Oc1c(I)cc(Cl)c2cccnc12,chelating agent
22,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,adenosine receptor antagonist
149,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,mineralocorticoid receptor antagonist
38,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1,glycogen synthase kinase inhibitor
195,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(C=Cc3ccccc3)n2)n[nH]1,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor
76,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,vesicular monoamine transporter inhibitor
121,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor
183,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,HIV integrase inhibitor
96,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,ribonucleotide reductase inhibitor
132,CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O,ion channel antagonist
186,CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,calcium/calmodulin dependent protein kinase inhibitor|purinergic receptor antagonist
146,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,glutamate receptor antagonist|sigma receptor agonist
68,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,FLT3 inhibitor|KIT inhibitor|PKC inhibitor
67,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
165,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,estrogen receptor agonist
23,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,histamine receptor agonist
